age,job,marital,education,balance,day,month,duration,campaign,pdays,previous,outcome,y
80,admin,married,secondary,44904,1,jul,4140,9,13,6,unknown,yes
71,technician,single,tertiary,50320,27,jul,4042,7,17,3,failure,no
91,blue-collar,divorced,primary,29000,5,dec,2042,3,7,5,unknown,yes
74,unemployed,single,primary,93341,5,nov,4270,7,24,5,success,yes
58,unemployed,single,tertiary,599,7,jan,3051,6,15,1,unknown,no
20,technician,married,secondary,85636,16,nov,1800,3,7,1,success,no
23,blue-collar,divorced,primary,94045,18,may,3904,8,1,4,unknown,no
22,management,divorced,secondary,98539,6,mar,3781,1,23,0,success,no
22,admin,married,secondary,82719,2,mar,2261,5,14,4,unknown,yes
71,unemployed,divorced,tertiary,54165,13,jun,1522,8,11,9,failure,no
64,student,married,primary,56855,10,apr,4853,3,24,2,success,no
66,blue-collar,single,tertiary,-1982,21,aug,1420,6,15,2,success,yes
26,management,single,primary,-1142,20,apr,4592,2,22,7,unknown,no
37,admin,married,tertiary,23992,11,aug,104,9,20,2,failure,no
78,student,single,primary,30580,26,dec,3623,2,28,2,success,yes
52,blue-collar,single,primary,68916,21,dec,478,5,23,0,success,no
67,technician,married,primary,33800,2,apr,692,3,2,7,failure,no
79,technician,single,secondary,56770,8,mar,3038,9,26,9,failure,yes
34,technician,divorced,secondary,52941,24,may,2969,9,19,9,failure,no
20,unemployed,single,tertiary,82451,22,dec,193,7,20,5,success,no
49,management,married,tertiary,35487,19,may,1489,5,26,7,unknown,no
30,technician,divorced,primary,10943,20,oct,58,9,7,2,unknown,yes
90,unemployed,divorced,primary,59457,17,oct,1886,7,20,5,success,no
85,retired,single,secondary,16836,16,jan,3609,2,7,1,success,yes
31,unemployed,divorced,secondary,99150,25,aug,4573,1,16,2,success,yes
28,admin,married,secondary,9394,10,aug,2580,4,12,3,success,no
73,unemployed,divorced,tertiary,70158,5,aug,1968,8,18,8,failure,yes
84,management,single,secondary,23280,14,oct,4687,6,1,3,success,no
46,student,single,tertiary,75318,24,apr,4934,2,2,6,success,no
26,unemployed,divorced,secondary,-841,19,sep,4053,5,-1,7,success,no
84,technician,married,secondary,68162,4,oct,4644,9,16,4,failure,yes
42,admin,married,primary,21440,20,mar,3085,6,2,1,failure,no
93,blue-collar,single,tertiary,75166,16,jul,220,6,8,7,failure,yes
59,technician,single,secondary,50712,24,jun,875,7,2,4,success,yes
26,admin,married,primary,45656,15,sep,3462,5,19,4,failure,yes
57,retired,divorced,tertiary,4589,28,dec,2725,3,23,6,success,no
42,blue-collar,divorced,tertiary,46241,9,apr,1196,3,15,5,success,yes
22,retired,divorced,secondary,21233,3,apr,2709,5,6,2,unknown,yes
28,student,divorced,tertiary,33011,23,jun,2731,4,17,6,failure,yes
76,admin,married,primary,6177,9,aug,335,5,7,0,unknown,yes
55,retired,single,primary,32528,18,mar,224,9,14,3,unknown,yes
89,student,single,tertiary,59351,4,nov,3941,5,25,3,failure,yes
22,admin,divorced,primary,89908,19,aug,4283,4,22,5,failure,no
65,admin,married,tertiary,54831,24,aug,1247,4,22,5,unknown,yes
35,retired,married,primary,49827,4,jul,2690,1,23,9,success,no
87,admin,divorced,tertiary,21508,9,jul,3957,4,13,7,unknown,no
54,technician,divorced,tertiary,52933,1,may,4589,4,18,0,failure,no
77,admin,divorced,tertiary,78501,1,feb,1886,9,14,6,success,yes
65,management,single,primary,66772,20,dec,310,4,26,3,unknown,no
94,student,divorced,tertiary,13611,19,feb,2568,7,19,5,unknown,no
45,admin,single,tertiary,20282,3,dec,1604,1,10,9,unknown,yes
86,management,married,secondary,39003,10,oct,3982,7,21,8,failure,yes
94,admin,married,secondary,79365,12,dec,368,2,16,2,unknown,no
57,admin,single,tertiary,72216,18,aug,3546,8,5,7,failure,no
62,retired,single,secondary,9340,14,nov,4841,1,14,2,success,no
79,technician,single,tertiary,94629,10,jun,997,3,26,5,success,yes
75,student,single,secondary,84643,10,aug,496,8,17,1,unknown,yes
84,technician,divorced,primary,72684,18,mar,963,8,4,8,failure,yes
73,blue-collar,married,primary,81035,24,jan,2004,5,27,1,unknown,no
57,retired,divorced,tertiary,16165,1,jun,1198,5,4,4,success,yes
57,retired,single,tertiary,88762,30,feb,2345,8,4,5,failure,yes
94,technician,divorced,primary,16260,15,dec,576,5,24,3,success,yes
50,unemployed,divorced,primary,52515,8,sep,3160,9,13,6,success,no
23,retired,married,secondary,88452,26,may,53,1,0,6,failure,yes
36,technician,divorced,tertiary,28480,3,may,3432,5,7,6,failure,no
57,retired,married,primary,50527,18,oct,228,3,6,6,failure,no
76,admin,single,primary,57789,9,aug,778,3,5,9,unknown,yes
76,technician,divorced,tertiary,49902,16,jun,3830,2,25,9,unknown,yes
65,technician,single,secondary,30191,21,mar,984,3,28,8,failure,yes
58,management,married,secondary,57488,15,sep,4468,7,26,1,failure,no
30,retired,single,secondary,73082,30,oct,468,8,26,4,unknown,no
62,retired,single,secondary,34044,5,apr,2467,8,14,9,failure,no
70,technician,married,primary,47600,13,oct,1849,8,13,8,success,no
59,admin,single,tertiary,85457,22,apr,531,1,7,1,failure,yes
80,admin,single,tertiary,46776,20,dec,3035,7,18,2,unknown,yes
44,student,single,primary,10836,7,feb,561,2,13,6,failure,no
55,admin,divorced,primary,72525,16,mar,89,4,0,8,failure,no
77,retired,single,primary,50648,7,apr,1406,5,18,2,success,no
24,unemployed,married,tertiary,11740,27,jul,4464,1,12,9,failure,no
22,management,divorced,tertiary,93716,25,mar,3145,4,26,7,unknown,yes
62,technician,divorced,tertiary,11102,22,aug,1292,4,24,7,unknown,yes
75,blue-collar,married,secondary,78893,16,aug,4110,9,9,3,success,yes
48,management,single,primary,49334,13,oct,3781,9,28,5,success,yes
40,unemployed,divorced,primary,28255,17,nov,4067,1,1,7,unknown,no
59,blue-collar,divorced,primary,99630,9,feb,3505,8,0,8,failure,no
27,management,divorced,tertiary,23221,12,apr,2391,4,16,1,unknown,yes
49,admin,single,primary,61265,13,aug,1218,4,12,0,success,yes
70,retired,divorced,primary,-1281,26,jan,1945,5,22,4,unknown,yes
47,unemployed,married,secondary,81442,9,jan,2252,2,27,9,success,yes
56,blue-collar,single,tertiary,21140,5,apr,3891,1,3,2,unknown,yes
48,unemployed,married,primary,53779,7,nov,1674,5,10,5,failure,yes
19,management,married,tertiary,-931,1,feb,775,7,12,0,failure,no
94,retired,divorced,tertiary,52714,4,jan,4781,9,4,3,success,no
29,unemployed,divorced,tertiary,71285,28,aug,3567,2,6,5,failure,yes
56,blue-collar,divorced,secondary,10935,26,feb,2765,8,5,1,success,yes
83,technician,married,tertiary,42035,4,apr,224,7,5,7,failure,no
30,management,single,tertiary,94256,16,mar,63,2,10,3,unknown,no
63,technician,divorced,tertiary,25937,5,feb,1787,5,27,1,failure,yes
44,admin,divorced,primary,16540,22,aug,3850,7,5,0,unknown,no
34,technician,married,secondary,71480,4,mar,1375,3,10,7,success,no
77,technician,single,primary,46702,6,sep,3534,2,25,9,failure,no
81,student,married,secondary,76283,26,oct,3915,6,14,0,failure,no
52,management,divorced,secondary,74041,23,may,4452,6,25,6,unknown,no
87,admin,married,tertiary,75233,3,sep,92,4,5,6,success,no
47,technician,divorced,tertiary,34907,25,mar,2742,1,6,5,failure,no
88,retired,single,primary,13221,8,dec,1677,5,-1,7,success,no
91,blue-collar,married,secondary,52781,17,may,3666,1,11,9,success,no
80,technician,divorced,tertiary,5087,29,oct,3864,8,17,0,failure,no
45,admin,divorced,tertiary,84998,18,jun,2481,2,29,0,unknown,yes
77,technician,divorced,tertiary,20789,18,sep,4936,9,-1,0,success,yes
54,blue-collar,divorced,tertiary,54023,26,aug,1401,9,22,5,success,no
39,admin,married,primary,31400,25,feb,1606,3,16,6,failure,yes
85,management,divorced,primary,199,12,feb,3956,6,5,9,success,yes
37,admin,married,tertiary,45316,25,may,3409,9,20,8,failure,no
85,management,divorced,tertiary,85273,25,may,3071,7,25,9,success,yes
81,admin,married,tertiary,50062,1,may,897,4,15,4,unknown,no
34,unemployed,married,tertiary,69609,23,apr,2931,3,26,0,unknown,yes
29,blue-collar,divorced,tertiary,14744,12,aug,4587,2,13,8,unknown,yes
39,blue-collar,divorced,secondary,74095,11,nov,3713,1,20,4,unknown,yes
34,admin,divorced,secondary,53517,13,may,3131,1,23,5,failure,no
27,unemployed,divorced,secondary,96231,3,jan,1532,4,17,8,failure,yes
82,technician,single,secondary,46865,27,oct,1977,4,26,1,failure,no
39,blue-collar,divorced,tertiary,71937,25,may,1798,9,21,2,failure,yes
67,management,divorced,secondary,75195,8,jan,1351,1,2,6,failure,yes
31,management,divorced,secondary,11894,3,apr,1838,4,15,2,unknown,no
81,retired,married,primary,27160,17,jan,2560,3,5,1,success,yes
64,student,divorced,secondary,51095,25,jun,2991,9,14,6,success,no
46,unemployed,married,secondary,27272,13,jun,1663,5,15,7,unknown,no
93,student,married,tertiary,52021,10,jan,2397,9,25,8,unknown,no
53,student,married,secondary,88048,17,dec,3203,6,18,1,failure,no
69,management,married,secondary,31645,3,aug,4641,9,27,1,failure,yes
93,retired,single,tertiary,19179,13,apr,598,1,13,6,success,no
24,student,divorced,secondary,8691,22,feb,2044,4,7,3,success,no
46,student,married,tertiary,79646,6,jan,258,4,19,4,failure,no
28,admin,divorced,secondary,98827,14,nov,4571,6,21,0,failure,yes
50,admin,married,primary,43311,27,mar,1905,1,11,5,unknown,yes
23,admin,single,primary,93381,10,jul,3019,5,5,9,failure,no
49,technician,married,secondary,37038,20,oct,387,3,29,7,unknown,yes
68,student,divorced,primary,22967,16,nov,3869,1,26,0,failure,yes
92,technician,divorced,tertiary,26478,18,oct,1861,6,17,1,success,no
75,retired,single,secondary,53775,13,aug,3632,3,27,6,unknown,no
43,unemployed,divorced,tertiary,68624,10,may,797,4,9,1,success,yes
63,management,divorced,primary,38332,6,jul,2503,9,6,8,unknown,yes
46,student,married,tertiary,5066,10,feb,4020,2,15,5,unknown,yes
21,management,divorced,primary,37313,5,dec,1925,1,2,4,success,yes
30,unemployed,married,primary,65857,29,dec,3954,6,24,6,success,no
56,admin,single,primary,43900,6,apr,1627,1,2,9,failure,yes
32,student,divorced,tertiary,88069,7,jun,4312,1,16,7,unknown,yes
46,blue-collar,married,primary,88045,11,dec,788,7,20,8,failure,yes
46,technician,divorced,secondary,39098,16,dec,2056,2,29,5,unknown,no
92,technician,married,primary,6294,25,dec,1063,4,15,4,failure,yes
49,student,single,secondary,60580,12,dec,4468,4,1,6,success,no
19,unemployed,married,secondary,36101,12,dec,1447,2,7,1,success,no
64,admin,divorced,secondary,23059,30,dec,514,6,26,7,failure,no
39,technician,married,secondary,94784,23,may,4459,2,24,3,success,yes
92,admin,divorced,tertiary,38626,20,jun,1913,8,4,0,failure,yes
44,retired,single,secondary,18703,26,dec,1951,4,0,2,unknown,no
84,management,married,primary,59417,5,feb,773,1,26,8,unknown,yes
73,unemployed,divorced,secondary,57228,16,jul,328,7,10,3,success,no
38,blue-collar,divorced,primary,1205,29,aug,793,6,29,9,success,no
64,management,divorced,tertiary,32929,6,nov,961,6,13,9,success,yes
76,management,married,secondary,81384,29,sep,4692,3,7,2,unknown,no
23,retired,married,primary,31411,9,jun,1410,7,27,3,failure,no
36,technician,married,tertiary,78522,5,jul,1137,6,0,2,success,yes
74,blue-collar,single,tertiary,9628,21,dec,4666,9,10,2,failure,no
86,technician,divorced,primary,68089,23,jan,1568,3,14,1,success,yes
20,student,divorced,secondary,4518,16,sep,4472,3,5,5,success,yes
18,management,single,tertiary,36491,18,jun,3274,4,29,9,success,no
75,student,single,primary,5946,19,dec,3273,3,-1,5,failure,no
55,admin,married,secondary,-1390,12,apr,3469,4,19,9,failure,yes
32,management,married,tertiary,67838,2,oct,1963,6,5,3,failure,no
51,technician,married,primary,32311,26,sep,2165,1,1,7,unknown,yes
78,management,married,tertiary,97770,10,dec,4636,2,18,5,unknown,no
52,admin,married,tertiary,39876,12,jan,3572,6,3,7,unknown,yes
81,retired,married,primary,78192,14,feb,1875,6,1,5,failure,no
42,student,single,tertiary,48333,18,mar,1236,1,13,8,unknown,yes
41,student,single,primary,49298,19,jan,2746,6,4,2,success,no
29,technician,single,secondary,82192,6,feb,4208,9,13,2,failure,no
35,management,divorced,primary,39811,5,feb,4468,8,1,1,success,yes
32,technician,divorced,secondary,68072,27,jul,2346,5,22,9,success,yes
44,retired,married,tertiary,40974,16,oct,1042,4,21,5,failure,no
89,management,single,primary,17856,14,jun,4871,6,-1,6,success,no
77,management,divorced,primary,99946,13,dec,4766,5,0,6,failure,no
63,technician,divorced,primary,42830,21,sep,4106,6,2,4,unknown,no
34,technician,single,primary,79983,2,may,7,3,19,5,failure,yes
70,admin,divorced,secondary,43823,2,sep,3696,7,12,6,failure,no
25,unemployed,divorced,secondary,96863,12,dec,3731,8,12,1,success,no
44,unemployed,single,tertiary,98037,1,oct,1573,5,25,9,success,yes
63,retired,divorced,tertiary,72397,19,sep,460,5,28,6,success,no
67,unemployed,single,tertiary,83814,28,feb,3306,4,8,0,success,yes
88,admin,divorced,tertiary,65078,28,dec,2302,5,9,5,success,no
20,student,single,primary,65951,27,sep,2633,8,2,7,success,yes
81,management,divorced,secondary,10905,16,mar,1351,5,13,0,success,yes
61,technician,divorced,secondary,19601,30,nov,361,9,18,0,success,no
70,management,single,secondary,85099,7,mar,787,1,28,5,success,yes
41,management,divorced,secondary,38955,27,dec,208,7,23,4,failure,no
77,blue-collar,single,tertiary,70179,21,nov,266,5,2,2,success,yes
20,student,single,primary,46435,7,sep,4751,4,18,9,success,yes
37,blue-collar,divorced,secondary,22044,16,jul,553,3,18,9,failure,yes
63,unemployed,married,primary,9246,25,nov,1587,7,14,6,unknown,no
32,management,divorced,primary,458,6,aug,4516,2,0,6,unknown,no
42,technician,married,primary,56507,18,jul,1118,5,11,6,failure,yes
88,management,married,primary,4028,1,sep,1513,2,6,5,unknown,no
34,student,divorced,secondary,49901,1,aug,1926,7,11,3,success,yes
26,blue-collar,married,secondary,98252,26,apr,3403,6,28,8,success,yes
55,technician,single,secondary,4306,25,feb,3061,7,18,8,success,no
65,management,single,tertiary,25678,14,nov,220,9,19,6,unknown,yes
77,retired,married,secondary,88444,6,may,2344,2,6,6,failure,no
80,student,single,tertiary,10363,6,feb,1971,9,28,7,success,yes
19,student,divorced,tertiary,12066,4,apr,4438,7,2,4,failure,no
89,retired,single,tertiary,61804,12,dec,4688,2,3,8,failure,yes
28,management,married,secondary,46544,30,feb,4064,2,19,5,success,yes
81,student,divorced,secondary,96247,18,may,1984,4,4,6,failure,yes
94,technician,single,secondary,-1811,10,jun,891,2,21,6,failure,yes
89,management,divorced,tertiary,9752,3,nov,4802,1,17,8,success,yes
38,management,married,tertiary,5482,3,jan,3526,6,28,6,failure,no
35,blue-collar,single,primary,14679,8,dec,1205,5,8,2,unknown,no
81,student,divorced,tertiary,88088,22,aug,4852,3,25,5,success,yes
55,student,divorced,tertiary,-1201,23,feb,1218,1,1,5,success,yes
49,retired,single,secondary,88917,25,may,1855,9,11,6,success,no
28,blue-collar,divorced,primary,7934,1,nov,1999,8,7,5,success,no
62,unemployed,divorced,primary,55558,18,aug,2435,6,15,3,success,yes
50,blue-collar,married,primary,57223,15,may,2974,6,29,5,success,yes
58,student,married,secondary,82620,25,mar,3098,4,8,2,success,yes
25,management,married,primary,39556,21,jun,3386,2,10,0,unknown,yes
28,blue-collar,married,primary,7909,20,jan,4543,4,11,0,failure,yes
68,retired,married,secondary,89467,17,jan,1816,2,22,4,unknown,yes
58,blue-collar,married,primary,89404,25,aug,1777,7,8,7,failure,no
34,retired,single,tertiary,41558,11,jul,2504,9,17,2,success,yes
93,unemployed,married,tertiary,77382,13,oct,2939,2,19,1,unknown,yes
63,blue-collar,divorced,tertiary,85793,25,oct,838,9,17,7,success,no
49,retired,single,tertiary,26013,20,nov,2701,9,24,8,failure,no
71,blue-collar,divorced,tertiary,20875,25,nov,4759,8,15,8,unknown,no
37,unemployed,married,tertiary,88253,10,mar,4860,1,24,1,unknown,yes
50,blue-collar,married,tertiary,9408,13,aug,3138,5,28,7,failure,no
91,technician,divorced,tertiary,33607,17,nov,175,4,3,1,failure,yes
57,retired,divorced,tertiary,59684,21,aug,4605,7,6,6,unknown,no
49,unemployed,divorced,secondary,34281,1,jan,3686,8,3,7,unknown,no
19,retired,single,secondary,25326,20,oct,3162,8,13,0,unknown,no
50,retired,married,tertiary,11601,16,jul,2752,2,2,7,failure,yes
94,admin,divorced,secondary,-865,16,feb,1189,3,23,2,success,no
47,unemployed,married,secondary,20741,28,dec,4697,7,11,0,unknown,no
50,blue-collar,divorced,tertiary,9913,21,feb,837,4,15,6,failure,no
94,retired,married,tertiary,8101,30,feb,3898,6,3,9,unknown,yes
43,student,single,secondary,16631,27,may,3851,8,-1,2,failure,yes
39,admin,married,tertiary,70084,3,jul,2733,8,29,7,unknown,yes
83,technician,divorced,tertiary,34870,2,apr,3810,7,20,8,failure,yes
55,retired,married,tertiary,46985,6,nov,2653,2,13,1,failure,yes
63,retired,single,tertiary,25215,11,dec,3250,2,8,0,unknown,no
32,admin,single,secondary,60110,29,apr,3349,3,23,7,failure,no
61,blue-collar,married,primary,17215,3,sep,3310,4,9,9,failure,yes
66,student,divorced,secondary,89118,26,oct,4680,1,28,5,failure,no
92,technician,single,primary,12024,1,sep,2386,5,16,9,failure,no
78,retired,single,primary,74949,11,jul,373,7,27,0,failure,yes
84,blue-collar,married,primary,79855,13,oct,4675,5,11,2,failure,yes
23,unemployed,single,secondary,82982,5,apr,4612,7,18,8,failure,yes
26,student,single,secondary,43483,18,aug,1261,5,22,8,failure,no
23,unemployed,divorced,secondary,95572,15,oct,120,8,28,5,unknown,yes
90,student,divorced,secondary,76157,18,mar,3845,7,14,2,failure,yes
49,technician,divorced,secondary,8511,15,mar,2884,1,17,7,success,yes
58,management,married,primary,17923,20,dec,2617,1,28,5,unknown,no
93,student,single,secondary,8558,20,jul,4138,5,21,0,unknown,no
25,management,married,primary,95771,20,nov,3268,2,10,5,success,no
89,unemployed,single,secondary,-1474,7,dec,2042,9,21,4,failure,yes
67,student,single,secondary,-247,17,sep,2119,2,12,7,success,no
79,technician,single,tertiary,24248,29,nov,490,9,29,1,success,yes
79,admin,divorced,primary,12656,8,apr,4844,2,0,6,success,yes
24,technician,married,secondary,21266,28,apr,3045,4,26,5,unknown,no
92,technician,married,secondary,62555,13,jan,382,3,8,0,failure,yes
21,admin,single,secondary,60995,26,jan,804,6,2,7,unknown,no
23,admin,married,tertiary,73756,16,mar,1177,4,-1,5,failure,yes
75,blue-collar,divorced,primary,81574,25,dec,2217,9,22,2,success,yes
39,student,married,secondary,76277,10,jul,1295,9,24,4,unknown,no
43,unemployed,single,secondary,68377,29,sep,917,9,24,6,failure,yes
20,blue-collar,divorced,secondary,94111,14,apr,4246,3,23,8,failure,no
58,admin,divorced,tertiary,63402,6,feb,4526,3,15,3,success,no
77,management,single,secondary,52176,20,jun,2414,4,9,1,unknown,yes
31,unemployed,married,primary,39733,22,jun,650,9,5,2,unknown,yes
92,management,single,primary,12418,26,sep,4915,6,15,6,unknown,yes
29,technician,married,primary,35185,7,apr,2286,9,26,7,unknown,yes
29,retired,married,primary,39745,6,aug,2751,8,15,4,unknown,yes
30,technician,divorced,secondary,91417,27,mar,3198,7,7,2,unknown,yes
42,technician,single,tertiary,51787,17,feb,941,5,8,0,unknown,yes
62,retired,divorced,tertiary,78123,21,sep,540,9,24,9,success,yes
36,student,single,tertiary,50035,24,jun,2680,4,4,0,failure,yes
